"Company","Location","Date","Time","Rocket","Mission","RocketStatus","Price","MissionStatus","LaunchAddress","LaunchCitystate","LaunchCountry"
Northrop,"Stargazer, Vandenberg AFB, California, USA","8/13/03","2:09:00",Pegasus XL,SCISAT-1,Active,"40.00",Success, Vandenberg AFB, California, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","8/19/03","10:50:00",Cosmos-3M (11K65M),Cosmos 2400 and 2401,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","8/25/03","5:35:00",Delta II 7920H,Spitzer Space Telescope,Retired,"",Success, Cape Canaveral AFS, Florida, USA
AEB,"VLS Pad, Alc?ntara Launch Center, Maranh?o, Brazil","8/25/03","",VLS-1,"SATEC, UNOSAT",Retired,"",Prelaunch Failure, Alc?ntara Launch Center, Maranh?o, Brazil
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","8/29/03","23:13:00",Delta IV Medium,DSCS-3 B6,Retired,"133.00",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","9/9/03","4:29:00",Titan IV(401)B,NROL-19 (Mentor),Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASIC,"Taiyuan Satellite Launch Center, China","9/16/03","",Kaituozhe 1,PS 2,Retired,"",Failure,,Taiyuan Satellite Launch Center, China
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","9/27/03","6:11:00",Cosmos-3M (11K65M),STSAT 1 & Others,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","9/27/03","23:14:00",Ariane 5 G,"Insat 3E, eBird-1, SMART-1",Retired,"",Success, Guiana Space Centre, French Guiana, France
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","10/1/03","4:02:00",Zenit-3 SL,Galaxy-13,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","10/15/03","1:00:00",Long March 2F,Shenzhou 5,Retired,"",Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center, China
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","10/17/03","4:52:00",PSLV-G,RESOURCESAT-1 (IRS-P6),Retired,"25.00",Success,First Launch Pad, Satish Dhawan Space Centre, India
Lockheed,"SLC-4W, Vandenberg AFB, California, USA","10/18/03","16:17:00",Titan II(23)G,USA-172,Retired,"35.00",Success, Vandenberg AFB, California, USA
CASC,"LC-7, Taiyuan Satellite Launch Center, China","10/21/03","3:16:00",Long March 4B,CBERS-2 & Chuangxin 1(01),Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","10/30/03","13:43:00",Rokot/Briz KM,SERVIS-1,Retired,"41.80",Success,Site 133/3, Plesetsk Cosmodrome, Russia
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","11/3/03","7:20:00",Long March 2D,FSW-3 No.1,Active,"29.75",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
CASC,"LC-2, Xichang Satellite Launch Center, China","11/14/03","16:01:00",Long March 3A,Chinasat-20,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
MHI,"LA-Y1, Tanegashima Space Center, Japan","11/29/03","4:33:00",H-IIA 2024,"IGS-Optical (2), IGS-Radar (2)",Retired,"",Failure,LA-Y1, Tanegashima Space Center, Japan
Lockheed,"SLC-3E, Vandenberg AFB, California, USA","12/2/03","10:04:00",Atlas IIAS,NROL-18 (Intruder 6A & 6B),Retired,"",Success, Vandenberg AFB, California, USA
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan","12/5/03","6:00:00",Strela,Gruzomaket,Retired,"",Success,Site 175/59, Baikonur Cosmodrome, Kazakhstan
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","12/10/03","2:30:00",Atlas IIIB,UHF F/O F11,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","12/21/03","8:05:00",Delta II 7925,GPS IIR-10,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-3, Xichang Satellite Launch Center, China","12/29/03","19:06:00",Long March 2C,Double Star 1,Active,"30.80",Success,LC-3, Xichang Satellite Launch Center, China
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","1/11/04","4:12:00",Zenit-3 SL,Telstar 14,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","2/5/04","23:46:00",Atlas IIAS,AMC-10,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","2/14/04","18:50:00",Titan IV(402)B,DSP,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","2/18/04","7:06:00",Molniya-M /Block ML,Cosmos 2405 (Molniya-1T n†­174),Retired,"",Success,Site 16/2, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","3/2/04","7:17:00",Ariane 5 G+,Rosetta & Philae,Retired,"190.00",Success, Guiana Space Centre, French Guiana, France
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","3/13/04","5:40:00",Atlas IIIA,MBSat,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","3/20/04","17:53:00",Delta II 7925,GPS IIR-11,Retired,"",Success, Cape Canaveral AFS, Florida, USA
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA","4/16/04","0:45:00",Atlas IIAS,Superbird 6,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-3, Xichang Satellite Launch Center, China","4/18/04","15:59:00",Long March 2C,Shiyan-1 & Nano Satellite 1,Active,"30.80",Success,LC-3, Xichang Satellite Launch Center, China
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA","4/19/04","22:22:00",Atlas IIAS,AMC-11,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Boeing,"SLC-2W, Vandenberg AFB, California, USA","4/20/04","16:57:00",Delta II 7920-10C,Gravity Probe B,Retired,"",Success, Vandenberg AFB, California, USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","5/4/04","12:41:00",Zenit-3 SL,DirecTV-7S,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
Northrop,"SLC-576E, Vandenberg AFB, California, USA","5/20/04","17:47:00",Minotaur C (Taurus),ROCSAT-2,Active,"45.00",Success, Vandenberg AFB, California, USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","5/28/04","6:00:00",Tsyklon-2,Cosmos 2405,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","6/10/04","1:28:00",Zenit-2,Cosmos 2406,Retired,"",Success,Site 45/1, Baikonur Cosmodrome, Kazakhstan
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","6/23/04","22:54:00",Delta II 7925,GPS IIR-12,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","6/29/04","3:58:00",Zenit-3 SL,Telstar 18,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","6/29/04","6:30:00",Dnepr,DEMETER & Others,Retired,"29.00",Success,Site 109/95, Baikonur Cosmodrome, Kazakhstan
Boeing,"SLC-2W, Vandenberg AFB, California, USA","7/15/04","10:02:00",Delta II 7920-10L,Aura,Retired,"",Success, Vandenberg AFB, California, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","7/18/04","0:44:00",Ariane 5 G+,Anik F2,Retired,"190.00",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","7/22/04","17:46:00",Cosmos-3M (11K65M),Cosmos 2407,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
CASC,"LC-7, Taiyuan Satellite Launch Center, China","7/25/04","7:05:00",Long March 2C,Double Star 2,Active,"30.80",Success,LC-7, Taiyuan Satellite Launch Center, China
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","8/3/04","6:15:00",Delta II 7925H,MESSENGER,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","8/29/04","7:50:00",Long March 2C,FSW-4 No.1,Active,"30.80",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA","8/31/04","23:17:00",Atlas IIAS,NROL-1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
IAI,"Pad 1, Palmachim Airbase, Israel","9/6/04","",Shavit-1,Ofek-6,Retired,"",Failure,Pad 1, Palmachim Airbase, Israel
CASC,"LC-7, Taiyuan Satellite Launch Center, China","9/8/04","23:14:00",Long March 4B,Shijian-6A & 6B,Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","9/20/04","10:31:00",GSLV Mk I,GSAT-3,Retired,"47.00",Success,First Launch Pad, Satish Dhawan Space Centre, India
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","9/23/04","15:07:00",Cosmos-3M (11K65M),Cosmos 2408 and 2409,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","9/27/04","8:00:00",Long March 2D,FSW-3 No.2,Active,"29.75",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
CASC,"LC-2, Xichang Satellite Launch Center, China","10/19/04","1:20:00",Long March 3A,Fengyun-2C,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
CASC,"LC-7, Taiyuan Satellite Launch Center, China","11/6/04","3:10:00",Long March 4B,Ziyuan ll-03,Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","11/6/04","5:39:00",Delta II 7925,GPS IIR-13,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","11/8/04","18:29:00",Soyuz 2.1a,Demo Flight,Active,"17.42",Success,Site 43/4, Plesetsk Cosmodrome, Russia
CASC,"LC-3, Xichang Satellite Launch Center, China","11/18/04","10:45:00",Long March 2C,Shiyan-2,Active,"30.80",Success,LC-3, Xichang Satellite Launch Center, China
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","11/20/04","17:16:00",Delta II 7320-10C,Swift,Retired,"",Success, Cape Canaveral AFS, Florida, USA
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","12/17/04","12:07:00",Atlas V 521,AMC-16,Retired,"135.00",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","12/18/04","16:26:00",Ariane 5 G+,"Helios 2A, Essaim-1,2,3,4, PARASOL, Nanosat 01",Retired,"190.00",Success, Guiana Space Centre, French Guiana, France
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","12/21/04","21:50:00",Delta IV Heavy,DemoSat and 3CS-1 & 2,Active,"350.00",Partial Failure, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia","12/24/04","12:00:00",Tsyklon-3,Sich 1M & Micron 1,Retired,"",Partial Failure,Site 32/2, Plesetsk Cosmodrome, Russia
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","1/12/05","18:47:00",Delta II 7925,Deep Impact,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","1/20/05","3:00:00",Cosmos-3M (11K65M),Cosmos 2414 & Universitietski,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA","2/3/05","7:41:00",Atlas IIIB,NROL-23 (Intruder 7A & 7B),Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","2/12/05","21:03:00",Ariane 5 ECA,"XTAR-EUR, Maqsat-B2, Sloshsat-FLEVO",Active,"200.00",Success, Guiana Space Centre, French Guiana, France
MHI,"LA-Y1, Tanegashima Space Center, Japan","2/26/05","9:25:00",H-IIA 2022,Himawari 6,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","3/1/05","3:50:00",Zenit-3 SL,XM-3,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","3/11/05","21:42:00",Atlas V 431,Inmarsat-4 F1,Retired,"130.00",Success, Cape Canaveral AFS, Florida, USA
Northrop,"SLC-8, Vandenberg AFB, California, USA","4/11/05","13:35:00",Minotaur I,XSS-11,Active,"40.00",Success, Vandenberg AFB, California, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","4/12/05","12:00:00",Long March 3B,Apstar 6,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
Northrop,"Stargazer, Vandenberg AFB, California, USA","4/15/05","17:27:00",Pegasus XL,DART,Active,"40.00",Success, Vandenberg AFB, California, USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","4/26/05","7:31:00",Zenit-3 SL,Spaceway-1,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA","4/30/05","0:50:00",Titan IV(405)B,NROL-16 (Onyx),Retired,"",Success, Cape Canaveral AFS, Florida, USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","5/5/05","4:45:00",PSLV-G,Cartosat-1 & HAMSAT,Retired,"25.00",Success,Second Launch Pad, Satish Dhawan Space Centre, India
Boeing,"SLC-2W, Vandenberg AFB, California, USA","5/20/05","10:22:00",Delta II 7320-10C,NOAA-N,Retired,"",Success, Vandenberg AFB, California, USA
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","6/21/05","0:48:00",Molniya-M /Block ML,Molniya-3K n†­175,Retired,"",Failure,Site 16/2, Plesetsk Cosmodrome, Russia
SRC,"K-496 Submarine, Barents Sea Launch Area, Barents Sea","6/21/05","19:46:00",Volna,Cosmos 1,Retired,"",Failure,K-496 Submarine, Barents Sea Launch Area, Barents Sea
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","6/23/05","14:02:00",Zenit-3 SL,Intelsat-Americas 8,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","7/5/05","22:40:00",Long March 2D,Shijian-7,Active,"29.75",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
ISAS,"Mu Pad, Uchinoura Space Center, Japan","7/10/05","3:30:00",Mu-V / M-25,Suzaku,Retired,"",Success,Mu Pad, Uchinoura Space Center, Japan
NASA,"LC-39B, Kennedy Space Center, Florida, USA","7/26/05","14:39:00",Space Shuttle Discovery,STS-114,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","8/2/05","7:30:00",Long March 2C,FSW-4 No. 2,Active,"30.80",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","8/11/05","8:20:00",Ariane 5 GS,iPStar-1,Retired,"",Success, Guiana Space Centre, French Guiana, France
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","8/12/05","11:43:00",Atlas V 401,Mars Reconnaissance Orbiter,Active,"109.00",Success, Cape Canaveral AFS, Florida, USA
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","8/23/05","21:09:00",Dnepr,Kirari and Reimei,Retired,"29.00",Success,Site 109/95, Baikonur Cosmodrome, Kazakhstan
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","8/26/05","18:34:00",Rokot/Briz KM,Monitor-E,Retired,"41.80",Success,Site 133/3, Plesetsk Cosmodrome, Russia
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","8/29/05","8:45:00",Long March 2D,FSW-3 No. 3,Active,"29.75",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
Northrop,"SLC-8, Vandenberg AFB, California, USA","9/22/05","19:24:00",Minotaur I,Streak (STP-R1),Active,"40.00",Success, Vandenberg AFB, California, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","9/26/05","3:37:00",Delta II 7925,GPS IIRM-1,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","10/8/05","15:02:00",Rokot/Briz KM,CryoSat-1,Retired,"41.80",Failure,Site 133/3, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","10/13/05","22:32:00",Ariane 5 GS,Syracuse 3A & Galaxy 15,Retired,"",Success, Guiana Space Centre, French Guiana, France
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China","10/16/05","20:32:00",Long March 2F,Shenzhou 6,Retired,"",Success,Site 901 (SLS-1), Jiuquan Satellite Launch Center, China
Lockheed,"SLC-4E, Vandenberg AFB, California, USA","10/19/05","18:05:00",Titan IV(404)B,NROL-20 (KH-11 Kennen),Retired,"",Success, Vandenberg AFB, California, USA
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","10/27/05","6:52:00",Cosmos-3M (11K65M),TopSat 1 & Others,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","11/8/05","14:06:00",Zenit-3 SL,Inmarsat 4F-2,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","11/16/05","23:46:00",Ariane 5 ECA,Spaceway-2 & Telkom-2,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia","12/21/05","19:34:00",Cosmos-3M (11K65M),Cosmos 2416,Retired,"",Success,Site 132/1, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","12/21/05","23:33:00",Ariane 5 GS,INSAT-4A & MSG-2,Retired,"",Success, Guiana Space Centre, French Guiana, France
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","1/19/06","19:00:00",Atlas V 551,New Horizons,Active,"153.00",Success, Cape Canaveral AFS, Florida, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","1/24/06","1:33:00",H-IIA 2022,Daichi,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","2/15/06","22:34:00",Zenit-3 SL,EchoStar-X,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
MHI,"LA-Y1, Tanegashima Space Center, Japan","2/18/06","6:27:00",H-IIA 2024,Himawari 7,Retired,"",Success,LA-Y1, Tanegashima Space Center, Japan
ISAS,"Mu Pad, Uchinoura Space Center, Japan","2/21/06","21:28:00",Mu-V / M-25,"SSSat 1, CUTE 1.7 & Akari",Retired,"",Success,Mu Pad, Uchinoura Space Center, Japan
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","3/11/06","22:33:00",Ariane 5 ECA,Spainsat & Hot Bird 7A,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA","3/24/06","21:30:00",Falcon 1,FalconSat-2,Retired,"7.00",Failure, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA
Northrop,"Stargazer, Vandenberg AFB, California, USA","3/28/06","20:10:00",Pegasus XL,ST-5,Active,"40.00",Success, Vandenberg AFB, California, USA
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","4/12/06","23:29:00",Zenit-3 SL,JCSat-9,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
Northrop,"SLC-8, Vandenberg AFB, California, USA","4/15/06","1:40:00",Minotaur I,COSMIC (FORMOSAT-3),Active,"40.00",Success, Vandenberg AFB, California, USA
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA","4/20/06","20:27:00",Atlas V 411,Astra 1KR,Retired,"115.00",Success, Cape Canaveral AFS, Florida, USA
MITT,"Svobodny Cosmodrome, Russia","4/25/06","16:47:00",Start-1,EROS B,Active,"",Success,,Svobodny Cosmodrome, Russia
CASC,"LC-7, Taiyuan Satellite Launch Center, China","4/26/06","22:48:00",Long March 4C,Yaogan 1,Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
Boeing,"SLC-2W, Vandenberg AFB, California, USA","4/28/06","10:02:00",Delta II 7420-10C,"CloudSat, CALIPSO",Retired,"",Success, Vandenberg AFB, California, USA
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA","5/24/06","22:11:00","Delta IV Medium+ (4,2)",GOES-N (GOES-13),Retired,"164.00",Success, Cape Canaveral AFS, Florida, USA
SRC,"K-84 Submarine, Barents Sea Launch Area, Barents Sea","5/26/06","18:50:00",Shtil',Kompass-2,Retired,"",Success,K-84 Submarine, Barents Sea Launch Area, Barents Sea
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","5/27/06","21:09:00",Ariane 5 ECA,Satmex-6 & Thaicom-5,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","6/18/06","7:49:00",Zenit-3 SL,Galaxy 16,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","6/21/06","22:15:00",Delta II 7925,MiTEx,Retired,"",Success, Cape Canaveral AFS, Florida, USA
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan","6/25/06","4:00:00",Tsyklon-2,Cosmos 2421,Retired,"",Success,Site 90/20, Baikonur Cosmodrome, Kazakhstan
Boeing,"SLC-6, Vandenberg AFB, California, USA","6/28/06","3:33:00","Delta IV Medium+ (4,2)",NROL-22,Retired,"164.00",Success, Vandenberg AFB, California, USA
NASA,"LC-39B, Kennedy Space Center, Florida, USA","7/4/06","18:37:00",Space Shuttle Discovery,STS-121,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","7/10/06","12:08:00",GSLV Mk I,INSAT-4C,Retired,"47.00",Failure,Second Launch Pad, Satish Dhawan Space Centre, India
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia","7/12/06","14:53:00",Dnepr,Genesis 1,Retired,"29.00",Success,Site 370/13, Yasny Cosmodrome, Russia
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia","7/21/06","4:20:00",Molniya-M /Block 2BL,Cosmos 2422,Retired,"",Success,Site 16/2, Plesetsk Cosmodrome, Russia
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan","7/26/06","19:43:00",Dnepr,BelKa 1 & Others,Retired,"29.00",Failure,Site 109/95, Baikonur Cosmodrome, Kazakhstan
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","7/28/06","7:05:00",Rokot/Briz KM,KompSat-2,Retired,"41.80",Success,Site 133/3, Plesetsk Cosmodrome, Russia
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","8/11/06","22:15:00",Ariane 5 ECA,JCSAT-10 & Syracuse 3B,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","8/22/06","3:26:00",Zenit-3 SL,Koreasat 5,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","9/9/06","7:00:00",Long March 2C,Shijian-8,Active,"30.80",Success,Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China
NASA,"LC-39B, Kennedy Space Center, Florida, USA","9/9/06","15:14:00",Space Shuttle Atlantis,STS-115,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
MHI,"LA-Y1, Tanegashima Space Center, Japan","9/11/06","4:35:00",H-IIA 202,IGS-Optical 2,Active,"90.00",Success,LA-Y1, Tanegashima Space Center, Japan
CASC,"LC-2, Xichang Satellite Launch Center, China","9/12/06","16:02:00",Long March 3A,Chinasat-22A,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
ISAS,"Mu Pad, Uchinoura Space Center, Japan","9/22/06","21:36:00",Mu-V / M-25,"SSSat 2, Hinode & Camatai",Retired,"",Success,Mu Pad, Uchinoura Space Center, Japan
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","9/25/06","18:50:00",Delta II 7925,GPS IIRM-2,Retired,"",Success, Cape Canaveral AFS, Florida, USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","10/13/06","20:56:00",Ariane 5 ECA,"DirecTV-9S, Optus D1, LDREX-2",Active,"200.00",Success, Guiana Space Centre, French Guiana, France
CASC,"LC-7, Taiyuan Satellite Launch Center, China","10/23/06","23:34:00",Long March 4B,Shijian-6C & 6D,Active,"64.68",Success,LC-7, Taiyuan Satellite Launch Center, China
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA","10/26/06","0:52:00",Delta II 7925-10L,STEREO,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","10/28/06","16:20:00",Long March 3B,SinoSat 2,Retired,"",Success,LC-2, Xichang Satellite Launch Center, China
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean","10/30/06","23:48:00",Zenit-3 SL,XM-4,Retired,"",Success,LP Odyssey, Kiritimati Launch Area, Pacific Ocean
Boeing,"SLC-6, Vandenberg AFB, California, USA","11/4/06","13:53:00",Delta IV Medium,DMSP F17,Retired,"133.00",Success, Vandenberg AFB, California, USA
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA","11/17/06","19:12:00",Delta II 7925,GPS IIRM-3,Retired,"",Success, Cape Canaveral AFS, Florida, USA
CASC,"LC-2, Xichang Satellite Launch Center, China","12/8/06","0:53:00",Long March 3A,Fengyun-2D,Active,"69.70",Success,LC-2, Xichang Satellite Launch Center, China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","12/8/06","22:08:00",Ariane 5 ECA,WildBlue-1 & AMC-18,Active,"200.00",Success, Guiana Space Centre, French Guiana, France
NASA,"LC-39B, Kennedy Space Center, Florida, USA","12/10/06","0:47:00",Space Shuttle Discovery,STS-116,Retired,"450.00",Success, Kennedy Space Center, Florida, USA
ULA,"SLC-2W, Vandenberg AFB, California, USA","12/14/06","21:00:00",Delta II 7920-10C,NROL-21,Retired,"",Success, Vandenberg AFB, California, USA
Northrop,"LP-0B, Wallops Flight Facility, Virginia, USA","12/16/06","12:00:00",Minotaur I,TacSat-2 & GeneSat-1,Active,"40.00",Success, Wallops Flight Facility, Virginia, USA
